model,variant,hemisphere,season,b
CNRM-CM6-1-HR,div1_QG_123,n,MJJ,-0.16611280328844893
CNRM-CM6-1-HR,div1_QG_123,n,JJA,-0.0680668099049955
CNRM-CM6-1-HR,div1_QG_123,n,JAS,-0.11543067417986319
CNRM-CM6-1-HR,div1_QG_123,n,ASO,-0.047382484234660155
CNRM-CM6-1-HR,div1_QG_123,n,SON,-0.07921270739580233
CNRM-CM6-1-HR,div1_QG_123,n,OND,-0.015700722781310236
CNRM-CM6-1-HR,div1_QG_123,n,NDJ,0.04077271558457523
CNRM-CM6-1-HR,div1_QG_123,s,DJF,-0.025119531904061763
CNRM-CM6-1-HR,div1_QG_123,s,JFM,-0.04284538554907147
CNRM-CM6-1-HR,div1_QG_123,s,FMA,-0.044080624980916396
CNRM-CM6-1-HR,div1_QG_123,s,MAM,-0.04168261421007842
CNRM-CM6-1-HR,div1_QG_123,s,AMJ,-0.021165240699295436
CNRM-CM6-1-HR,div1_QG_123,s,MJJ,-0.003478115683283892
CNRM-CM6-1-HR,div1_QG_123,s,JJA,0.003559134895250444
CNRM-CM6-1-HR,div1_QG_123,s,JAS,-0.0008352217110111954
CNRM-CM6-1-HR,div1_QG_123,s,ASO,-0.028984480172993002
CNRM-CM6-1-HR,div1_QG_123,s,SON,-0.027449184047591196
CNRM-CM6-1-HR,div1_QG_123,s,OND,-0.03117951553006978
CNRM-CM6-1-HR,div1_QG_123,s,NDJ,-0.023123835317335164
CNRM-CM6-1-HR,div1_QG_gt3,n,DJF,0.08591749692474958
CNRM-CM6-1-HR,div1_QG_gt3,n,JFM,0.08828016881351983
CNRM-CM6-1-HR,div1_QG_gt3,n,FMA,0.07172651605158713
CNRM-CM6-1-HR,div1_QG_gt3,n,MAM,0.048089888394734014
CNRM-CM6-1-HR,div1_QG_gt3,n,AMJ,-0.19910566112345046
CNRM-CM6-1-HR,div1_QG_gt3,n,MJJ,-0.03886752531984096
CNRM-CM6-1-HR,div1_QG_gt3,n,JJA,-0.060580050785705136
CNRM-CM6-1-HR,div1_QG_gt3,n,JAS,0.04962952708483738
CNRM-CM6-1-HR,div1_QG_gt3,n,ASO,0.12147057255165875
CNRM-CM6-1-HR,div1_QG_gt3,n,SON,0.124265305439747
CNRM-CM6-1-HR,div1_QG_gt3,n,OND,0.1654803300411547
CNRM-CM6-1-HR,div1_QG_gt3,n,NDJ,0.12311498497004628
CNRM-CM6-1-HR,div1_QG_gt3,s,DJF,0.06937238115187958
CNRM-CM6-1-HR,div1_QG_gt3,s,JFM,0.052718393764277775
CNRM-CM6-1-HR,div1_QG_gt3,s,FMA,0.032351535313293246
CNRM-CM6-1-HR,div1_QG_gt3,s,MAM,0.034294353098428036
CNRM-CM6-1-HR,div1_QG_gt3,s,AMJ,0.030092868156488338
CNRM-CM6-1-HR,div1_QG_gt3,s,MJJ,0.06287537528493183
CNRM-CM6-1-HR,div1_QG_gt3,s,JJA,0.06638646062483913
CNRM-CM6-1-HR,div1_QG_gt3,s,JAS,0.06727516278593054
CNRM-CM6-1-HR,div1_QG_gt3,s,ASO,0.07743160052822927
CNRM-CM6-1-HR,div1_QG_gt3,s,SON,0.0774284588577906
CNRM-CM6-1-HR,div1_QG_gt3,s,OND,0.08275654887985147
CNRM-CM6-1-HR,div1_QG_gt3,s,NDJ,0.07527907793110446
EC-Earth3,div1_QG,n,DJF,0.14056200087619947
EC-Earth3,div1_QG,n,JFM,0.12349470273778665
EC-Earth3,div1_QG,n,FMA,0.06195888187229219
EC-Earth3,div1_QG,n,MAM,0.0069521453356216015
EC-Earth3,div1_QG,n,AMJ,0.01841935189361702
EC-Earth3,div1_QG,n,MJJ,-0.038676698845172365
EC-Earth3,div1_QG,n,JJA,0.00637947734854102
EC-Earth3,div1_QG,n,JAS,0.036336732914137956
EC-Earth3,div1_QG,n,ASO,0.02236838788980014
EC-Earth3,div1_QG,n,SON,0.06605322076089107
EC-Earth3,div1_QG,n,OND,0.1300257015869059
EC-Earth3,div1_QG,n,NDJ,0.17235427648993745
EC-Earth3,div1_QG,s,DJF,0.041327458226571814
EC-Earth3,div1_QG,s,JFM,0.021136849265423606
EC-Earth3,div1_QG,s,FMA,3.4441866035529387e-05
EC-Earth3,div1_QG,s,MAM,0.03230075364986035
EC-Earth3,div1_QG,s,AMJ,0.020721428700146184
EC-Earth3,div1_QG,s,MJJ,0.07558439978265864
EC-Earth3,div1_QG,s,JJA,0.10570272265621088
EC-Earth3,div1_QG,s,JAS,0.06065356329030543
EC-Earth3,div1_QG,s,ASO,0.06354710318315686
EC-Earth3,div1_QG,s,SON,0.07493281277407797
EC-Earth3,div1_QG,s,OND,0.06084038373460731
EC-Earth3,div1_QG,s,NDJ,0.05495874644273275
EC-Earth3,div1_QG_123,n,DJF,0.03967358568854034
EC-Earth3,div1_QG_123,n,JFM,0.03025896358400688
EC-Earth3,div1_QG_123,n,FMA,-0.017225922583298508
EC-Earth3,div1_QG_123,n,MAM,-0.05166901392519161
EC-Earth3,div1_QG_123,n,AMJ,-0.009410446301469345
EC-Earth3,div1_QG_123,n,MJJ,-0.057651732438850745
EC-Earth3,div1_QG_123,n,JJA,-0.023228373229547752
EC-Earth3,div1_QG_123,n,JAS,-0.03958434025195958
EC-Earth3,div1_QG_123,n,ASO,-0.04652280938919954
EC-Earth3,div1_QG_123,n,SON,0.009666668003703981
EC-Earth3,div1_QG_123,n,OND,0.057327720005249376
EC-Earth3,div1_QG_123,n,NDJ,0.08824227135428689
EC-Earth3,div1_QG_123,s,DJF,-0.019724840079578074
EC-Earth3,div1_QG_123,s,JFM,-0.0381696019935103
EC-Earth3,div1_QG_123,s,FMA,-0.057383823733554995
EC-Earth3,div1_QG_123,s,MAM,-0.038892286345916696
EC-Earth3,div1_QG_123,s,AMJ,-0.04101047266923569
EC-Earth3,div1_QG_123,s,MJJ,-0.03852819745737345
EC-Earth3,div1_QG_123,s,JJA,-0.017366360515026116
EC-Earth3,div1_QG_123,s,JAS,-0.0126912276653968
EC-Earth3,div1_QG_123,s,ASO,0.0072122218665942334
EC-Earth3,div1_QG_123,s,SON,-0.02507166594164964
EC-Earth3,div1_QG_123,s,OND,-0.029047414332480696
EC-Earth3,div1_QG_123,s,NDJ,-0.027316134745976797
EC-Earth3,div1_QG_gt3,n,DJF,0.10088841518765912
EC-Earth3,div1_QG_gt3,n,JFM,0.09323573915377978
EC-Earth3,div1_QG_gt3,n,FMA,0.07918480445559067
EC-Earth3,div1_QG_gt3,n,MAM,0.0586211592608132
EC-Earth3,div1_QG_gt3,n,AMJ,0.027829798195086353
EC-Earth3,div1_QG_gt3,n,MJJ,0.01897503359367836
EC-Earth3,div1_QG_gt3,n,JJA,0.02960785057808878
EC-Earth3,div1_QG_gt3,n,JAS,0.07592107316609747
EC-Earth3,div1_QG_gt3,n,ASO,0.06889119727899966
EC-Earth3,div1_QG_gt3,n,SON,0.05638655275718707
EC-Earth3,div1_QG_gt3,n,OND,0.07269798158165655
EC-Earth3,div1_QG_gt3,n,NDJ,0.08411200513565056
EC-Earth3,div1_QG_gt3,s,DJF,0.061052298306149874
EC-Earth3,div1_QG_gt3,s,JFM,0.05930645125893389
EC-Earth3,div1_QG_gt3,s,FMA,0.05741826559959053
EC-Earth3,div1_QG_gt3,s,MAM,0.07119303999577707
EC-Earth3,div1_QG_gt3,s,AMJ,0.061731901369381836
EC-Earth3,div1_QG_gt3,s,MJJ,0.11411259724003209
EC-Earth3,div1_QG_gt3,s,JJA,0.12306908317123698
EC-Earth3,div1_QG_gt3,s,JAS,0.07334479095570225
EC-Earth3,div1_QG_gt3,s,ASO,0.05633488131656261
EC-Earth3,div1_QG_gt3,s,SON,0.10000447871572764
EC-Earth3,div1_QG_gt3,s,OND,0.089887798067088
EC-Earth3,div1_QG_gt3,s,NDJ,0.08227488118870954
EC-Earth3-AerChem,div1_QG,n,DJF,0.1690042587763691
EC-Earth3-AerChem,div1_QG,n,JFM,0.09356405239410988
EC-Earth3-AerChem,div1_QG,n,FMA,0.042499230903410005
EC-Earth3-AerChem,div1_QG,n,MAM,0.04582645075544471
EC-Earth3-AerChem,div1_QG,n,AMJ,0.05894516681832128
EC-Earth3-AerChem,div1_QG,n,MJJ,0.0034287154336721266
EC-Earth3-AerChem,div1_QG,n,JJA,0.057891597962708055
EC-Earth3-AerChem,div1_QG,n,JAS,-0.05658707744206101
EC-Earth3-AerChem,div1_QG,n,ASO,0.04228909657766365
EC-Earth3-AerChem,div1_QG,n,SON,0.07361669479313533
EC-Earth3-AerChem,div1_QG,n,OND,0.18047345900913322
EC-Earth3-AerChem,div1_QG,n,NDJ,0.17754154792278418
EC-Earth3-AerChem,div1_QG,s,DJF,0.044187457773327776
EC-Earth3-AerChem,div1_QG,s,JFM,0.036459175734416344
EC-Earth3-AerChem,div1_QG,s,FMA,0.016255504751639976
EC-Earth3-AerChem,div1_QG,s,MAM,-0.04444746391916781
EC-Earth3-AerChem,div1_QG,s,AMJ,-0.03568593113554173
EC-Earth3-AerChem,div1_QG,s,MJJ,0.041856269331599597
EC-Earth3-AerChem,div1_QG,s,JJA,0.04723085621839852
EC-Earth3-AerChem,div1_QG,s,JAS,0.0611788070347022
EC-Earth3-AerChem,div1_QG,s,ASO,0.048177743126052074
EC-Earth3-AerChem,div1_QG,s,SON,0.05612380863250775
EC-Earth3-AerChem,div1_QG,s,OND,0.050156206997352785
EC-Earth3-AerChem,div1_QG,s,NDJ,0.05036204626026262
EC-Earth3-AerChem,div1_QG_123,n,DJF,0.07833501883350671
EC-Earth3-AerChem,div1_QG_123,n,JFM,0.05140148554531807
EC-Earth3-AerChem,div1_QG_123,n,FMA,-0.012340642935680523
EC-Earth3-AerChem,div1_QG_123,n,MAM,-0.005712594558782301
EC-Earth3-AerChem,div1_QG_123,n,AMJ,-0.048357892732399016
EC-Earth3-AerChem,div1_QG_123,n,MJJ,-0.15582714314374654
EC-Earth3-AerChem,div1_QG_123,n,JJA,-0.11794112565323726
EC-Earth3-AerChem,div1_QG_123,n,JAS,-0.14224316602659587
EC-Earth3-AerChem,div1_QG_123,n,ASO,-0.0018442912652623278
EC-Earth3-AerChem,div1_QG_123,n,SON,-0.02532071465640391
EC-Earth3-AerChem,div1_QG_123,n,OND,0.025688612971325825
EC-Earth3-AerChem,div1_QG_123,n,NDJ,0.062244785788998475
EC-Earth3-AerChem,div1_QG_123,s,DJF,-0.02410078453312027
EC-Earth3-AerChem,div1_QG_123,s,JFM,-0.03994744580355224
EC-Earth3-AerChem,div1_QG_123,s,FMA,-0.08537782883417284
EC-Earth3-AerChem,div1_QG_123,s,MAM,-0.07339063127084139
EC-Earth3-AerChem,div1_QG_123,s,AMJ,-0.010892382988872022
EC-Earth3-AerChem,div1_QG_123,s,MJJ,0.010537665320244274
EC-Earth3-AerChem,div1_QG_123,s,JJA,-0.010876021459288485
EC-Earth3-AerChem,div1_QG_123,s,JAS,-0.030475985817312555
EC-Earth3-AerChem,div1_QG_123,s,ASO,-0.04573698581905179
EC-Earth3-AerChem,div1_QG_123,s,SON,-0.03371472079616374
EC-Earth3-AerChem,div1_QG_123,s,OND,-0.02593855502009492
EC-Earth3-AerChem,div1_QG_123,s,NDJ,-0.03592436817754862
EC-Earth3-AerChem,div1_QG_gt3,n,DJF,0.0906692399428624
EC-Earth3-AerChem,div1_QG_gt3,n,JFM,0.04216256684879182
EC-Earth3-AerChem,div1_QG_gt3,n,FMA,0.05483987383909053
EC-Earth3-AerChem,div1_QG_gt3,n,MAM,0.051539045314227
EC-Earth3-AerChem,div1_QG_gt3,n,AMJ,0.10730305955072028
EC-Earth3-AerChem,div1_QG_gt3,n,MJJ,0.15925585857741864
EC-Earth3-AerChem,div1_QG_gt3,n,JJA,0.17583272361594532
EC-Earth3-AerChem,div1_QG_gt3,n,JAS,0.08565608858453477
EC-Earth3-AerChem,div1_QG_gt3,n,ASO,0.04413338784292599
EC-Earth3-AerChem,div1_QG_gt3,n,SON,0.09893740944953926
EC-Earth3-AerChem,div1_QG_gt3,n,OND,0.1547848460378074
EC-Earth3-AerChem,div1_QG_gt3,n,NDJ,0.11529676213378569
EC-Earth3-AerChem,div1_QG_gt3,s,DJF,0.06828824230644803
EC-Earth3-AerChem,div1_QG_gt3,s,JFM,0.07640662153796857
EC-Earth3-AerChem,div1_QG_gt3,s,FMA,0.10163333358581278
EC-Earth3-AerChem,div1_QG_gt3,s,MAM,0.028943167351673633
EC-Earth3-AerChem,div1_QG_gt3,s,AMJ,-0.024793548146669595
EC-Earth3-AerChem,div1_QG_gt3,s,MJJ,0.03131860401135533
EC-Earth3-AerChem,div1_QG_gt3,s,JJA,0.05810687767768696
EC-Earth3-AerChem,div1_QG_gt3,s,JAS,0.09165479285201475
EC-Earth3-AerChem,div1_QG_gt3,s,ASO,0.09391472894510385
EC-Earth3-AerChem,div1_QG_gt3,s,SON,0.08983852942867149
EC-Earth3-AerChem,div1_QG_gt3,s,OND,0.07609476201744766
EC-Earth3-AerChem,div1_QG_gt3,s,NDJ,0.08628641443781127
EC-Earth3-CC,div1_QG,n,DJF,0.05647951711815037
EC-Earth3-CC,div1_QG,n,JFM,0.0514574467665165
EC-Earth3-CC,div1_QG,n,FMA,0.04906654213671734
EC-Earth3-CC,div1_QG,n,MAM,0.04150175448209848
EC-Earth3-CC,div1_QG,n,AMJ,0.039793837097000885
EC-Earth3-CC,div1_QG,n,MJJ,0.022851461645570663
EC-Earth3-CC,div1_QG,n,JJA,-0.02527463036554653
EC-Earth3-CC,div1_QG,n,JAS,-0.07032844846144717
EC-Earth3-CC,div1_QG,n,ASO,-0.03627179897052921
EC-Earth3-CC,div1_QG,n,SON,0.05952378501603195
EC-Earth3-CC,div1_QG,n,OND,0.08556367955608134
EC-Earth3-CC,div1_QG,n,NDJ,0.06565839545507811
EC-Earth3-CC,div1_QG,s,DJF,0.0009798926806337657
EC-Earth3-CC,div1_QG,s,JFM,-0.007946415855215286
EC-Earth3-CC,div1_QG,s,FMA,-0.0065781574626576755
EC-Earth3-CC,div1_QG,s,MAM,-0.03331349044491608
EC-Earth3-CC,div1_QG,s,AMJ,-0.02896626614846408
EC-Earth3-CC,div1_QG,s,MJJ,-0.06517137683277723
EC-Earth3-CC,div1_QG,s,JJA,-0.04823484567800372
EC-Earth3-CC,div1_QG,s,JAS,-0.001164650549173727
EC-Earth3-CC,div1_QG,s,ASO,0.010333252813219215
EC-Earth3-CC,div1_QG,s,SON,0.036718198835189834
EC-Earth3-CC,div1_QG,s,OND,0.02319443632501924
EC-Earth3-CC,div1_QG,s,NDJ,0.017446426754099728
EC-Earth3-CC,div1_QG_123,n,DJF,0.02632897308735786
EC-Earth3-CC,div1_QG_123,n,JFM,0.02317150644173286
EC-Earth3-CC,div1_QG_123,n,FMA,0.025705525442555808
EC-Earth3-CC,div1_QG_123,n,MAM,0.015725644752968514
EC-Earth3-CC,div1_QG_123,n,AMJ,0.01972513320984461
EC-Earth3-CC,div1_QG_123,n,MJJ,0.010788395434684992
EC-Earth3-CC,div1_QG_123,n,JJA,-0.016765619428082034
EC-Earth3-CC,div1_QG_123,n,JAS,-0.07051577762885752
EC-Earth3-CC,div1_QG_123,n,ASO,-0.02894465792302744
EC-Earth3-CC,div1_QG_123,n,SON,0.028725483392964078
EC-Earth3-CC,div1_QG_123,n,OND,0.04105139166319307
EC-Earth3-CC,div1_QG_123,n,NDJ,0.0288375774023329
EC-Earth3-CC,div1_QG_123,s,DJF,-0.014075737704762383
EC-Earth3-CC,div1_QG_123,s,JFM,-0.03070179398160326
EC-Earth3-CC,div1_QG_123,s,FMA,-0.050508586623240564
EC-Earth3-CC,div1_QG_123,s,MAM,-0.07975924212785124
EC-Earth3-CC,div1_QG_123,s,AMJ,-0.07570954100593427
EC-Earth3-CC,div1_QG_123,s,MJJ,-0.12102398173510295
EC-Earth3-CC,div1_QG_123,s,JJA,-0.07227877010406522
EC-Earth3-CC,div1_QG_123,s,JAS,-0.03823882421368676
EC-Earth3-CC,div1_QG_123,s,ASO,-0.031714119718689114
EC-Earth3-CC,div1_QG_123,s,SON,-0.008662001791389953
EC-Earth3-CC,div1_QG_123,s,OND,-0.0033740021283112866
EC-Earth3-CC,div1_QG_123,s,NDJ,-0.005474410298350814
EC-Earth3-CC,div1_QG_gt3,n,DJF,0.030150544030792526
EC-Earth3-CC,div1_QG_gt3,n,JFM,0.028285940324783633
EC-Earth3-CC,div1_QG_gt3,n,FMA,0.023361016694161525
EC-Earth3-CC,div1_QG_gt3,n,MAM,0.025776109729129953
EC-Earth3-CC,div1_QG_gt3,n,AMJ,0.020068703887156286
EC-Earth3-CC,div1_QG_gt3,n,MJJ,0.012063066210885666
EC-Earth3-CC,div1_QG_gt3,n,JJA,-0.0085090109374645
EC-Earth3-CC,div1_QG_gt3,n,JAS,0.00018732916741035855
EC-Earth3-CC,div1_QG_gt3,n,ASO,-0.007327141047501839
EC-Earth3-CC,div1_QG_gt3,n,SON,0.030798301623067882
EC-Earth3-CC,div1_QG_gt3,n,OND,0.04451228789288826
EC-Earth3-CC,div1_QG_gt3,n,NDJ,0.03682081805274521
EC-Earth3-CC,div1_QG_gt3,s,DJF,0.01505563038539615
EC-Earth3-CC,div1_QG_gt3,s,JFM,0.022755378126387973
EC-Earth3-CC,div1_QG_gt3,s,FMA,0.04393042916058289
EC-Earth3-CC,div1_QG_gt3,s,MAM,0.046445751682935146
EC-Earth3-CC,div1_QG_gt3,s,AMJ,0.04674327485747017
EC-Earth3-CC,div1_QG_gt3,s,MJJ,0.05585260490232572
EC-Earth3-CC,div1_QG_gt3,s,JJA,0.0240439244260615
EC-Earth3-CC,div1_QG_gt3,s,JAS,0.037074173664513016
EC-Earth3-CC,div1_QG_gt3,s,ASO,0.04204737253190835
EC-Earth3-CC,div1_QG_gt3,s,SON,0.045380200626579784
EC-Earth3-CC,div1_QG_gt3,s,OND,0.02656843845333053
EC-Earth3-CC,div1_QG_gt3,s,NDJ,0.022920837052450547
FGOALS-f3-L,div1_QG,n,DJF,0.09222042591224501
FGOALS-f3-L,div1_QG,n,JFM,0.11838643418288357
FGOALS-f3-L,div1_QG,n,FMA,0.12049202881055333
FGOALS-f3-L,div1_QG,n,MAM,0.11854615905177723
FGOALS-f3-L,div1_QG,n,AMJ,0.11675596565099923
FGOALS-f3-L,div1_QG,n,MJJ,0.057089929416753955
FGOALS-f3-L,div1_QG,n,JJA,0.05864645421673506
FGOALS-f3-L,div1_QG,n,JAS,0.06235132121921938
FGOALS-f3-L,div1_QG,n,ASO,0.06716050883006759
FGOALS-f3-L,div1_QG,n,SON,0.09922146508533071
FGOALS-f3-L,div1_QG,n,OND,0.10277805246610196
FGOALS-f3-L,div1_QG,n,NDJ,0.16102768355026947
FGOALS-f3-L,div1_QG,s,DJF,0.03549890300726964
FGOALS-f3-L,div1_QG,s,JFM,0.037795555880523364
FGOALS-f3-L,div1_QG,s,FMA,0.041940523030978095
FGOALS-f3-L,div1_QG,s,MAM,0.039832710801728184
FGOALS-f3-L,div1_QG,s,AMJ,0.05524226251829869
FGOALS-f3-L,div1_QG,s,MJJ,0.06649377424859401
FGOALS-f3-L,div1_QG,s,JJA,0.08053117599730915
FGOALS-f3-L,div1_QG,s,JAS,0.05429686019989895
FGOALS-f3-L,div1_QG,s,ASO,0.060352539960251486
FGOALS-f3-L,div1_QG,s,SON,0.061960328903161124
FGOALS-f3-L,div1_QG,s,OND,0.06011182657463066
FGOALS-f3-L,div1_QG,s,NDJ,0.053523148701009195
FGOALS-f3-L,div1_QG_123,n,DJF,0.05581126374930938
FGOALS-f3-L,div1_QG_123,n,JFM,0.05294186458037134
FGOALS-f3-L,div1_QG_123,n,FMA,0.02996398293196453
FGOALS-f3-L,div1_QG_123,n,MAM,0.00708115693649531
FGOALS-f3-L,div1_QG_123,n,AMJ,-0.027209546351851858
FGOALS-f3-L,div1_QG_123,n,MJJ,-0.06534847898627931
FGOALS-f3-L,div1_QG_123,n,JJA,-0.034589179594862345
FGOALS-f3-L,div1_QG_123,n,JAS,-0.006524893343064985
FGOALS-f3-L,div1_QG_123,n,ASO,0.002047612066346899
FGOALS-f3-L,div1_QG_123,n,SON,-0.0036842729768985657
FGOALS-f3-L,div1_QG_123,n,OND,-0.001149950676755963
FGOALS-f3-L,div1_QG_123,n,NDJ,0.049546092590149915
FGOALS-f3-L,div1_QG_123,s,DJF,-0.010840479422618413
FGOALS-f3-L,div1_QG_123,s,JFM,-0.0166408224992332
FGOALS-f3-L,div1_QG_123,s,FMA,-0.027675522756345435
FGOALS-f3-L,div1_QG_123,s,MAM,-0.03569932877204605
FGOALS-f3-L,div1_QG_123,s,AMJ,-0.031247779278064006
FGOALS-f3-L,div1_QG_123,s,MJJ,-0.03009215937830885
FGOALS-f3-L,div1_QG_123,s,JJA,-0.033193084624976985
FGOALS-f3-L,div1_QG_123,s,JAS,-0.05143330372245429
FGOALS-f3-L,div1_QG_123,s,ASO,-0.034055082069228325
FGOALS-f3-L,div1_QG_123,s,SON,-0.01603229889389171
FGOALS-f3-L,div1_QG_123,s,OND,-0.004334508404620558
FGOALS-f3-L,div1_QG_123,s,NDJ,0.002145184730573589
FGOALS-f3-L,div1_QG_gt3,n,DJF,0.03640916216293564
FGOALS-f3-L,div1_QG_gt3,n,JFM,0.06544456960251223
FGOALS-f3-L,div1_QG_gt3,n,FMA,0.09052804587858881
FGOALS-f3-L,div1_QG_gt3,n,MAM,0.11146500211528193
FGOALS-f3-L,div1_QG_gt3,n,AMJ,0.14396551200285104
FGOALS-f3-L,div1_QG_gt3,n,MJJ,0.12243840840303326
FGOALS-f3-L,div1_QG_gt3,n,JJA,0.09323563381159738
FGOALS-f3-L,div1_QG_gt3,n,JAS,0.06887621456228435
FGOALS-f3-L,div1_QG_gt3,n,ASO,0.06511289676372069
FGOALS-f3-L,div1_QG_gt3,n,SON,0.1029057380622292
FGOALS-f3-L,div1_QG_gt3,n,OND,0.10392800314285794
FGOALS-f3-L,div1_QG_gt3,n,NDJ,0.11148159096011963
FGOALS-f3-L,div1_QG_gt3,s,DJF,0.04633938242988806
FGOALS-f3-L,div1_QG_gt3,s,JFM,0.05443637837975655
FGOALS-f3-L,div1_QG_gt3,s,FMA,0.06961604578732354
FGOALS-f3-L,div1_QG_gt3,s,MAM,0.07553203957377423
FGOALS-f3-L,div1_QG_gt3,s,AMJ,0.08649004179636267
FGOALS-f3-L,div1_QG_gt3,s,MJJ,0.09658593362690289
FGOALS-f3-L,div1_QG_gt3,s,JJA,0.11372426062228613
FGOALS-f3-L,div1_QG_gt3,s,JAS,0.1057301639223532
FGOALS-f3-L,div1_QG_gt3,s,ASO,0.09440762202947983
FGOALS-f3-L,div1_QG_gt3,s,SON,0.07799262779705284
FGOALS-f3-L,div1_QG_gt3,s,OND,0.06444633497925123
FGOALS-f3-L,div1_QG_gt3,s,NDJ,0.05137796397043561
GFDL-CM4,div1_QG,n,DJF,0.007136183307829606
GFDL-CM4,div1_QG,n,JFM,-0.006816221184117351
GFDL-CM4,div1_QG,n,FMA,-0.027128822994135424
GFDL-CM4,div1_QG,n,MAM,-0.08030509068604785
GFDL-CM4,div1_QG,n,AMJ,0.21482678879115827
GFDL-CM4,div1_QG,n,MJJ,0.21386317411479794
GFDL-CM4,div1_QG,n,JJA,0.19287653352740175
GFDL-CM4,div1_QG,n,JAS,-0.11526953047076426
GFDL-CM4,div1_QG,n,ASO,-0.07434698226170557
GFDL-CM4,div1_QG,n,SON,-0.15551465035952297
GFDL-CM4,div1_QG,n,OND,-0.14375834829078407
GFDL-CM4,div1_QG,n,NDJ,-0.027143530244723876
GFDL-CM4,div1_QG,s,DJF,0.03221951072412137
GFDL-CM4,div1_QG,s,JFM,0.033870048060035504
GFDL-CM4,div1_QG,s,FMA,0.035459803893284125
GFDL-CM4,div1_QG,s,MAM,0.015840098149478725
GFDL-CM4,div1_QG,s,AMJ,-0.05228616758218102
GFDL-CM4,div1_QG,s,MJJ,-0.017799227057348915
GFDL-CM4,div1_QG,s,JJA,0.054891751172135676
GFDL-CM4,div1_QG,s,JAS,0.038986208378216376
GFDL-CM4,div1_QG,s,ASO,0.022649746130782862
GFDL-CM4,div1_QG,s,SON,0.056277744131368074
GFDL-CM4,div1_QG,s,OND,0.0692638400884517
GFDL-CM4,div1_QG,s,NDJ,0.04847039842989907
GFDL-CM4,div1_QG_123,n,DJF,0.004782821240557617
GFDL-CM4,div1_QG_123,n,JFM,-0.02510625522272408
GFDL-CM4,div1_QG_123,n,FMA,-0.04790879719656224
GFDL-CM4,div1_QG_123,n,MAM,-0.039334732378595534
GFDL-CM4,div1_QG_123,n,AMJ,0.009269757454299084
GFDL-CM4,div1_QG_123,n,MJJ,0.05131281889991202
GFDL-CM4,div1_QG_123,n,JJA,0.03539489851548367
GFDL-CM4,div1_QG_123,n,JAS,-0.09144945359780812
GFDL-CM4,div1_QG_123,n,ASO,-0.007142439776520644
GFDL-CM4,div1_QG_123,n,SON,0.008616794597695744
GFDL-CM4,div1_QG_123,n,OND,0.010665675494304206
GFDL-CM4,div1_QG_123,n,NDJ,0.02492335457190057
GFDL-CM4,div1_QG_123,s,DJF,-0.01443764129846075
GFDL-CM4,div1_QG_123,s,JFM,-0.010420905478481079
GFDL-CM4,div1_QG_123,s,FMA,-0.047661709572268535
GFDL-CM4,div1_QG_123,s,MAM,-0.09725187948546764
GFDL-CM4,div1_QG_123,s,AMJ,-0.13626325661669433
GFDL-CM4,div1_QG_123,s,MJJ,-0.07182991817704573
GFDL-CM4,div1_QG_123,s,JJA,-0.014150147062140779
GFDL-CM4,div1_QG_123,s,JAS,-0.08498282305532515
GFDL-CM4,div1_QG_123,s,ASO,-0.15848441827190451
GFDL-CM4,div1_QG_123,s,SON,-0.07953115378681984
GFDL-CM4,div1_QG_123,s,OND,-0.054445943864444166
GFDL-CM4,div1_QG_123,s,NDJ,-0.033641811986198956
GFDL-CM4,div1_QG_gt3,n,DJF,0.0023533620672719965
GFDL-CM4,div1_QG_gt3,n,JFM,0.018290034038606746
GFDL-CM4,div1_QG_gt3,n,FMA,0.020779974202426804
GFDL-CM4,div1_QG_gt3,n,MAM,-0.04097035830745232
GFDL-CM4,div1_QG_gt3,n,AMJ,0.2059044039783324
GFDL-CM4,div1_QG_gt3,n,MJJ,0.16253208477813563
GFDL-CM4,div1_QG_gt3,n,JJA,0.1574816350119181
GFDL-CM4,div1_QG_gt3,n,JAS,-0.023820076872956127
GFDL-CM4,div1_QG_gt3,n,ASO,-0.06720454248518493
GFDL-CM4,div1_QG_gt3,n,SON,-0.16413144495721868
GFDL-CM4,div1_QG_gt3,n,OND,-0.1544240237850882
GFDL-CM4,div1_QG_gt3,n,NDJ,-0.05206688481662444
GFDL-CM4,div1_QG_gt3,s,DJF,0.04665383507439509
GFDL-CM4,div1_QG_gt3,s,JFM,0.04428635455413084
GFDL-CM4,div1_QG_gt3,s,FMA,0.08312151346555267
GFDL-CM4,div1_QG_gt3,s,MAM,0.11309197763494638
GFDL-CM4,div1_QG_gt3,s,AMJ,0.08397708903451333
GFDL-CM4,div1_QG_gt3,s,MJJ,0.054030691119696855
GFDL-CM4,div1_QG_gt3,s,JJA,0.06904189823427648
GFDL-CM4,div1_QG_gt3,s,JAS,0.12396903143354152
GFDL-CM4,div1_QG_gt3,s,ASO,0.18113416440268737
GFDL-CM4,div1_QG_gt3,s,SON,0.1358088979181879
GFDL-CM4,div1_QG_gt3,s,OND,0.12370978395289589
GFDL-CM4,div1_QG_gt3,s,NDJ,0.08211221041609804
GFDL-ESM4,div1_QG,n,DJF,-0.028267553944665375
GFDL-ESM4,div1_QG,n,JFM,-0.013290463711065393
GFDL-ESM4,div1_QG,n,FMA,-0.03476880016797546
GFDL-ESM4,div1_QG,n,MAM,-0.06292594694899813
