model,variant,hemisphere,season,b
GFDL-ESM4,div1_QG,n,AMJ,-0.10427075661246661
GFDL-ESM4,div1_QG,n,MJJ,0.322685943111346
GFDL-ESM4,div1_QG,n,JJA,-0.10458990548571209
GFDL-ESM4,div1_QG,n,JAS,0.09196629709547768
GFDL-ESM4,div1_QG,n,ASO,-0.02143330726662884
GFDL-ESM4,div1_QG,n,SON,-0.042975591883511445
GFDL-ESM4,div1_QG,n,OND,-0.04134757681436433
GFDL-ESM4,div1_QG,n,NDJ,-0.007250026410243141
GFDL-ESM4,div1_QG,s,DJF,0.03246728192070152
GFDL-ESM4,div1_QG,s,JFM,0.009114842836725378
GFDL-ESM4,div1_QG,s,FMA,-0.007454474217991969
GFDL-ESM4,div1_QG,s,MAM,0.0477712194277693
GFDL-ESM4,div1_QG,s,AMJ,0.06636111299629682
GFDL-ESM4,div1_QG,s,MJJ,0.00284245980828131
GFDL-ESM4,div1_QG,s,JJA,-0.03469569717000144
GFDL-ESM4,div1_QG,s,JAS,0.0587983185894715
GFDL-ESM4,div1_QG,s,ASO,0.07905852080778389
GFDL-ESM4,div1_QG,s,SON,0.09628384074650098
GFDL-ESM4,div1_QG,s,OND,0.0841783158695119
GFDL-ESM4,div1_QG,s,NDJ,0.06467385935074185
GFDL-ESM4,div1_QG_123,n,DJF,-0.033119207282125564
GFDL-ESM4,div1_QG_123,n,JFM,-0.014198587760957523
GFDL-ESM4,div1_QG_123,n,FMA,-0.017048261494046167
GFDL-ESM4,div1_QG_123,n,MAM,-0.02930923558916978
GFDL-ESM4,div1_QG_123,n,AMJ,-0.037245133837043656
GFDL-ESM4,div1_QG_123,n,MJJ,-1.273746394483531
GFDL-ESM4,div1_QG_123,n,JJA,-0.7257737408542022
GFDL-ESM4,div1_QG_123,n,JAS,-0.4226273647570852
GFDL-ESM4,div1_QG_123,n,ASO,0.011755625083741074
GFDL-ESM4,div1_QG_123,n,SON,-0.043726194516275296
GFDL-ESM4,div1_QG_123,n,OND,-0.04365325857286554
GFDL-ESM4,div1_QG_123,n,NDJ,-0.03397593919399798
GFDL-ESM4,div1_QG_123,s,DJF,-0.04821169500582713
GFDL-ESM4,div1_QG_123,s,JFM,-0.06400954767530251
GFDL-ESM4,div1_QG_123,s,FMA,-0.07448101147943087
GFDL-ESM4,div1_QG_123,s,MAM,-0.02417496121089271
GFDL-ESM4,div1_QG_123,s,AMJ,-0.027020088402941574
GFDL-ESM4,div1_QG_123,s,MJJ,-0.06999400459877218
GFDL-ESM4,div1_QG_123,s,JJA,-0.06932601396443201
GFDL-ESM4,div1_QG_123,s,JAS,-0.09378763780050414
GFDL-ESM4,div1_QG_123,s,ASO,-0.060796566843103604
GFDL-ESM4,div1_QG_123,s,SON,-0.030920364691545837
GFDL-ESM4,div1_QG_123,s,OND,-0.008204199333061438
GFDL-ESM4,div1_QG_123,s,NDJ,-0.021748259506830212
GFDL-ESM4,div1_QG_gt3,n,DJF,0.004851653337460189
GFDL-ESM4,div1_QG_gt3,n,JFM,0.0009081240498921343
GFDL-ESM4,div1_QG_gt3,n,FMA,-0.017720538673929285
GFDL-ESM4,div1_QG_gt3,n,MAM,-0.03361671135982832
GFDL-ESM4,div1_QG_gt3,n,AMJ,-0.06703123476958128
GFDL-ESM4,div1_QG_gt3,n,MJJ,1.5964323375948766
GFDL-ESM4,div1_QG_gt3,n,JJA,0.6211838353684904
GFDL-ESM4,div1_QG_gt3,n,JAS,0.5156121370543496
GFDL-ESM4,div1_QG_gt3,n,ASO,-0.033188932350369904
GFDL-ESM4,div1_QG_gt3,n,SON,0.0007506026327638634
GFDL-ESM4,div1_QG_gt3,n,OND,0.0023056817585012154
GFDL-ESM4,div1_QG_gt3,n,NDJ,0.026725912783754836
GFDL-ESM4,div1_QG_gt3,s,DJF,0.08068991662088712
GFDL-ESM4,div1_QG_gt3,s,JFM,0.07312121821695793
GFDL-ESM4,div1_QG_gt3,s,FMA,0.06698789639077406
GFDL-ESM4,div1_QG_gt3,s,MAM,0.071946180638662
GFDL-ESM4,div1_QG_gt3,s,AMJ,0.09338120139923842
GFDL-ESM4,div1_QG_gt3,s,MJJ,0.07283646440705346
GFDL-ESM4,div1_QG_gt3,s,JJA,0.03463031679443056
GFDL-ESM4,div1_QG_gt3,s,JAS,0.15258595638997563
GFDL-ESM4,div1_QG_gt3,s,ASO,0.1398550876508875
GFDL-ESM4,div1_QG_gt3,s,SON,0.12718872473152723
GFDL-ESM4,div1_QG_gt3,s,OND,0.09239142231493293
GFDL-ESM4,div1_QG_gt3,s,NDJ,0.08644037770724979
GISS-E2-1-G,div1_QG,n,DJF,0.012999540031848566
GISS-E2-1-G,div1_QG,n,JFM,0.03431506006277859
GISS-E2-1-G,div1_QG,n,FMA,0.1220396740572475
GISS-E2-1-G,div1_QG,n,MAM,0.1234961913290934
GISS-E2-1-G,div1_QG,n,AMJ,0.16124756048208855
GISS-E2-1-G,div1_QG,n,MJJ,0.08976416165382269
GISS-E2-1-G,div1_QG,n,JJA,-0.016148262933482774
GISS-E2-1-G,div1_QG,n,JAS,-0.06424692769092004
GISS-E2-1-G,div1_QG,n,ASO,0.07163448820317878
GISS-E2-1-G,div1_QG,n,SON,0.16174012616090924
GISS-E2-1-G,div1_QG,n,OND,0.12746692930917985
GISS-E2-1-G,div1_QG,n,NDJ,0.07348118329126559
GISS-E2-1-G,div1_QG,s,DJF,0.06925506164047053
GISS-E2-1-G,div1_QG,s,JFM,0.06694443221259748
GISS-E2-1-G,div1_QG,s,FMA,0.02136584409731894
GISS-E2-1-G,div1_QG,s,MAM,0.0435584067277562
GISS-E2-1-G,div1_QG,s,AMJ,0.009630000440810247
GISS-E2-1-G,div1_QG,s,MJJ,0.07458480555249974
GISS-E2-1-G,div1_QG,s,JJA,0.08731232032170504
GISS-E2-1-G,div1_QG,s,JAS,0.09428852683277454
GISS-E2-1-G,div1_QG,s,ASO,0.07045352964916723
GISS-E2-1-G,div1_QG,s,SON,0.08331879694070746
GISS-E2-1-G,div1_QG,s,OND,0.07592182303596993
GISS-E2-1-G,div1_QG,s,NDJ,0.07551894940648951
GISS-E2-1-G,div1_QG_123,n,DJF,-0.015191948358107794
GISS-E2-1-G,div1_QG_123,n,JFM,-0.0562990196724074
GISS-E2-1-G,div1_QG_123,n,FMA,-0.009441945373952425
GISS-E2-1-G,div1_QG_123,n,MAM,-0.008936970055722214
GISS-E2-1-G,div1_QG_123,n,AMJ,-0.0071015340902568095
GISS-E2-1-G,div1_QG_123,n,MJJ,0.014685718583279456
GISS-E2-1-G,div1_QG_123,n,JJA,-0.09680508363694199
GISS-E2-1-G,div1_QG_123,n,JAS,-0.10695001219741877
GISS-E2-1-G,div1_QG_123,n,ASO,-0.0705008431089998
GISS-E2-1-G,div1_QG_123,n,SON,-0.0430114767205491
GISS-E2-1-G,div1_QG_123,n,OND,-0.07058230693556623
GISS-E2-1-G,div1_QG_123,n,NDJ,-0.04353687393638287
GISS-E2-1-G,div1_QG_123,s,DJF,-0.008864548418550345
GISS-E2-1-G,div1_QG_123,s,JFM,-0.006549012063743998
GISS-E2-1-G,div1_QG_123,s,FMA,-0.020295926923945953
GISS-E2-1-G,div1_QG_123,s,MAM,-0.024659828978885336
GISS-E2-1-G,div1_QG_123,s,AMJ,-0.045860490097816
GISS-E2-1-G,div1_QG_123,s,MJJ,-0.022695660156337328
GISS-E2-1-G,div1_QG_123,s,JJA,-0.005663086568215596
GISS-E2-1-G,div1_QG_123,s,JAS,0.010387689356786897
GISS-E2-1-G,div1_QG_123,s,ASO,0.014499052391313551
GISS-E2-1-G,div1_QG_123,s,SON,0.01524572720183939
GISS-E2-1-G,div1_QG_123,s,OND,0.003285642969259703
GISS-E2-1-G,div1_QG_123,s,NDJ,-0.005339421071239119
GISS-E2-1-G,div1_QG_gt3,n,DJF,0.028297584892783813
GISS-E2-1-G,div1_QG_gt3,n,JFM,0.09066005724759568
GISS-E2-1-G,div1_QG_gt3,n,FMA,0.1315495171199468
GISS-E2-1-G,div1_QG_gt3,n,MAM,0.13244251323143114
GISS-E2-1-G,div1_QG_gt3,n,AMJ,0.16826052420417653
GISS-E2-1-G,div1_QG_gt3,n,MJJ,0.07501237940772572
GISS-E2-1-G,div1_QG_gt3,n,JJA,0.0807141077075426
GISS-E2-1-G,div1_QG_gt3,n,JAS,0.04249253658479526
GISS-E2-1-G,div1_QG_gt3,n,ASO,0.1418207820460236
GISS-E2-1-G,div1_QG_gt3,n,SON,0.20457143915933731
GISS-E2-1-G,div1_QG_gt3,n,OND,0.19809633512765729
GISS-E2-1-G,div1_QG_gt3,n,NDJ,0.117133035327184
GISS-E2-1-G,div1_QG_gt3,s,DJF,0.07806493899352396
GISS-E2-1-G,div1_QG_gt3,s,JFM,0.07349996101094136
GISS-E2-1-G,div1_QG_gt3,s,FMA,0.04162663852851681
GISS-E2-1-G,div1_QG_gt3,s,MAM,0.06821657450187928
GISS-E2-1-G,div1_QG_gt3,s,AMJ,0.05560664859831339
GISS-E2-1-G,div1_QG_gt3,s,MJJ,0.09740332201264257
GISS-E2-1-G,div1_QG_gt3,s,JJA,0.09303832214738297
GISS-E2-1-G,div1_QG_gt3,s,JAS,0.08392392653524723
GISS-E2-1-G,div1_QG_gt3,s,ASO,0.055873832048057265
GISS-E2-1-G,div1_QG_gt3,s,SON,0.06798383112849764
GISS-E2-1-G,div1_QG_gt3,s,OND,0.07257160553395237
GISS-E2-1-G,div1_QG_gt3,s,NDJ,0.08082593947161616
HadGEM3-GC31-LL,div1_QG,n,DJF,-0.013887803403902598
HadGEM3-GC31-LL,div1_QG,n,JFM,-0.0034579829862286327
HadGEM3-GC31-LL,div1_QG,n,FMA,-0.008709652693485222
HadGEM3-GC31-LL,div1_QG,n,MAM,-0.024489134139080798
HadGEM3-GC31-LL,div1_QG,n,AMJ,-0.10376841094415383
HadGEM3-GC31-LL,div1_QG,n,MJJ,-0.2561639562479107
HadGEM3-GC31-LL,div1_QG,n,JJA,-0.3292369163326898
HadGEM3-GC31-LL,div1_QG,n,JAS,-0.2481905246695312
HadGEM3-GC31-LL,div1_QG,n,ASO,-0.06940577136517502
HadGEM3-GC31-LL,div1_QG,n,SON,-0.06525976244044487
HadGEM3-GC31-LL,div1_QG,n,OND,-0.05186002677480027
HadGEM3-GC31-LL,div1_QG,n,NDJ,-0.01106526358991994
HadGEM3-GC31-LL,div1_QG,s,DJF,0.06429542926263782
HadGEM3-GC31-LL,div1_QG,s,JFM,0.03890402662045121
HadGEM3-GC31-LL,div1_QG,s,FMA,0.02103229240624117
HadGEM3-GC31-LL,div1_QG,s,MAM,0.020483909961014343
HadGEM3-GC31-LL,div1_QG,s,AMJ,0.04920739999409848
HadGEM3-GC31-LL,div1_QG,s,MJJ,0.06373052140559626
HadGEM3-GC31-LL,div1_QG,s,JJA,0.06068576087111191
HadGEM3-GC31-LL,div1_QG,s,JAS,0.03965244608721002
HadGEM3-GC31-LL,div1_QG,s,ASO,0.11308761523147888
HadGEM3-GC31-LL,div1_QG,s,SON,0.13302792912496864
HadGEM3-GC31-LL,div1_QG,s,OND,0.11585751381444948
HadGEM3-GC31-LL,div1_QG,s,NDJ,0.08839177624134625
HadGEM3-GC31-LL,div1_QG_123,n,DJF,-0.021564878269663808
HadGEM3-GC31-LL,div1_QG_123,n,JFM,-0.02038542288718278
HadGEM3-GC31-LL,div1_QG_123,n,FMA,-0.010754493038619094
HadGEM3-GC31-LL,div1_QG_123,n,MAM,-0.02283323468076165
HadGEM3-GC31-LL,div1_QG_123,n,AMJ,-0.05733264634989747
HadGEM3-GC31-LL,div1_QG_123,n,MJJ,-0.15157394170899322
HadGEM3-GC31-LL,div1_QG_123,n,JJA,-0.23444277659169474
HadGEM3-GC31-LL,div1_QG_123,n,JAS,-0.2077475653828721
HadGEM3-GC31-LL,div1_QG_123,n,ASO,-0.04923460098243711
HadGEM3-GC31-LL,div1_QG_123,n,SON,-0.043046131145123234
HadGEM3-GC31-LL,div1_QG_123,n,OND,-0.017767774116347414
HadGEM3-GC31-LL,div1_QG_123,n,NDJ,-0.00713418070360786
HadGEM3-GC31-LL,div1_QG_123,s,DJF,-0.01737979614401386
HadGEM3-GC31-LL,div1_QG_123,s,JFM,-0.027774880881227575
HadGEM3-GC31-LL,div1_QG_123,s,FMA,-0.051625077217314984
HadGEM3-GC31-LL,div1_QG_123,s,MAM,-0.05787921316292923
HadGEM3-GC31-LL,div1_QG_123,s,AMJ,-0.03993804949041192
HadGEM3-GC31-LL,div1_QG_123,s,MJJ,-0.01978140938023757
HadGEM3-GC31-LL,div1_QG_123,s,JJA,-0.007361379905143563
HadGEM3-GC31-LL,div1_QG_123,s,JAS,-0.004529581800637112
HadGEM3-GC31-LL,div1_QG_123,s,ASO,-0.02462795702688593
HadGEM3-GC31-LL,div1_QG_123,s,SON,-0.01227022753477494
HadGEM3-GC31-LL,div1_QG_123,s,OND,-0.01771940529663577
HadGEM3-GC31-LL,div1_QG_123,s,NDJ,-0.018528480554977356
HadGEM3-GC31-LL,div1_QG_gt3,n,DJF,0.007771945112076089
HadGEM3-GC31-LL,div1_QG_gt3,n,JFM,0.01711433163643335
HadGEM3-GC31-LL,div1_QG_gt3,n,FMA,0.0021817917274659657
HadGEM3-GC31-LL,div1_QG_gt3,n,MAM,-0.0017345994725139018
HadGEM3-GC31-LL,div1_QG_gt3,n,AMJ,-0.046580577086228606
HadGEM3-GC31-LL,div1_QG_gt3,n,MJJ,-0.10463107625258965
HadGEM3-GC31-LL,div1_QG_gt3,n,JJA,-0.09501356414770973
HadGEM3-GC31-LL,div1_QG_gt3,n,JAS,-0.04045032364501963
HadGEM3-GC31-LL,div1_QG_gt3,n,ASO,-0.02015181058508022
HadGEM3-GC31-LL,div1_QG_gt3,n,SON,-0.02215397936432076
HadGEM3-GC31-LL,div1_QG_gt3,n,OND,-0.0340289773724858
HadGEM3-GC31-LL,div1_QG_gt3,n,NDJ,-0.0039018842803201347
HadGEM3-GC31-LL,div1_QG_gt3,s,DJF,0.08167901235594427
HadGEM3-GC31-LL,div1_QG_gt3,s,JFM,0.066681231094949
HadGEM3-GC31-LL,div1_QG_gt3,s,FMA,0.07265795819774266
HadGEM3-GC31-LL,div1_QG_gt3,s,MAM,0.078387943683703
HadGEM3-GC31-LL,div1_QG_gt3,s,AMJ,0.08918314867016713
HadGEM3-GC31-LL,div1_QG_gt3,s,MJJ,0.08351193078583383
HadGEM3-GC31-LL,div1_QG_gt3,s,JJA,0.06804714077625544
HadGEM3-GC31-LL,div1_QG_gt3,s,JAS,0.044182027887847135
HadGEM3-GC31-LL,div1_QG_gt3,s,ASO,0.13771446119946165
HadGEM3-GC31-LL,div1_QG_gt3,s,SON,0.14529719063234223
HadGEM3-GC31-LL,div1_QG_gt3,s,OND,0.1335766167623271
HadGEM3-GC31-LL,div1_QG_gt3,s,NDJ,0.10692321622339956
KIOST-ESM,div1_QG,n,DJF,0.1041476284488392
KIOST-ESM,div1_QG,n,JFM,0.109542464533747
KIOST-ESM,div1_QG,n,FMA,0.11039652229742052
KIOST-ESM,div1_QG,n,MAM,0.09032187755209892
KIOST-ESM,div1_QG,n,AMJ,0.0706252326108366
KIOST-ESM,div1_QG,n,MJJ,-0.001667006266867319
KIOST-ESM,div1_QG,n,JJA,0.03402444116658737
KIOST-ESM,div1_QG,n,JAS,0.12004344600812947
KIOST-ESM,div1_QG,n,ASO,0.1517278644051412
KIOST-ESM,div1_QG,n,SON,0.1901775024813315
KIOST-ESM,div1_QG,n,OND,0.1255068689448803
KIOST-ESM,div1_QG,n,NDJ,0.08603636027139773
KIOST-ESM,div1_QG,s,DJF,0.07465448087117844
KIOST-ESM,div1_QG,s,JFM,0.0633226761022142
KIOST-ESM,div1_QG,s,FMA,0.06914485696052595
KIOST-ESM,div1_QG,s,MAM,0.05892259351267709
KIOST-ESM,div1_QG,s,AMJ,0.05160980493332905
KIOST-ESM,div1_QG,s,MJJ,0.07502075769995921
KIOST-ESM,div1_QG,s,JJA,0.08837880174402071
KIOST-ESM,div1_QG,s,JAS,0.10653165926272685
KIOST-ESM,div1_QG,s,ASO,0.10360758912374836
KIOST-ESM,div1_QG,s,SON,0.09859619294010262
KIOST-ESM,div1_QG,s,OND,0.08969994372942448
KIOST-ESM,div1_QG,s,NDJ,0.07971180257080387
KIOST-ESM,div1_QG_123,n,DJF,0.038667622361656794
KIOST-ESM,div1_QG_123,n,JFM,0.046942846406017036
KIOST-ESM,div1_QG_123,n,FMA,0.0306792195597489
KIOST-ESM,div1_QG_123,n,MAM,0.012860630596640143
KIOST-ESM,div1_QG_123,n,AMJ,-0.004247810837013924
KIOST-ESM,div1_QG_123,n,MJJ,-0.04689468518994641
KIOST-ESM,div1_QG_123,n,JJA,-0.04006985248735982
KIOST-ESM,div1_QG_123,n,JAS,-0.004878858497952942
KIOST-ESM,div1_QG_123,n,ASO,-0.004564087778887774
KIOST-ESM,div1_QG_123,n,SON,0.002442747286699133
KIOST-ESM,div1_QG_123,n,OND,0.02924430354605764
KIOST-ESM,div1_QG_123,n,NDJ,0.035777393156619854
KIOST-ESM,div1_QG_123,s,DJF,-0.015186952887870338
KIOST-ESM,div1_QG_123,s,JFM,-0.0211026631723819
KIOST-ESM,div1_QG_123,s,FMA,0.0026286202421265436
KIOST-ESM,div1_QG_123,s,MAM,0.018647746199726912
KIOST-ESM,div1_QG_123,s,AMJ,-0.009405248807662754
KIOST-ESM,div1_QG_123,s,MJJ,-0.020659321672743154
KIOST-ESM,div1_QG_123,s,JJA,-0.02697162023586011
KIOST-ESM,div1_QG_123,s,JAS,-0.03942011981447233
KIOST-ESM,div1_QG_123,s,ASO,-0.030698640180472015
KIOST-ESM,div1_QG_123,s,SON,-0.0063946674500902955
KIOST-ESM,div1_QG_123,s,OND,0.0031018902712927525
KIOST-ESM,div1_QG_123,s,NDJ,-0.0029886994162730404
KIOST-ESM,div1_QG_gt3,n,DJF,0.06548000608718237
KIOST-ESM,div1_QG_gt3,n,JFM,0.06259961812772995
KIOST-ESM,div1_QG_gt3,n,FMA,0.07971730273767161
KIOST-ESM,div1_QG_gt3,n,MAM,0.07746124695545877
KIOST-ESM,div1_QG_gt3,n,AMJ,0.07487304344785052
KIOST-ESM,div1_QG_gt3,n,MJJ,0.0452276789230791
KIOST-ESM,div1_QG_gt3,n,JJA,0.07409429365394718
KIOST-ESM,div1_QG_gt3,n,JAS,0.12492230450608247
KIOST-ESM,div1_QG_gt3,n,ASO,0.15629195218402897
KIOST-ESM,div1_QG_gt3,n,SON,0.18773475519463237
KIOST-ESM,div1_QG_gt3,n,OND,0.09626256539882265
KIOST-ESM,div1_QG_gt3,n,NDJ,0.05025896711477791
KIOST-ESM,div1_QG_gt3,s,DJF,0.0898414337590488
KIOST-ESM,div1_QG_gt3,s,JFM,0.0844253392745961
KIOST-ESM,div1_QG_gt3,s,FMA,0.06651623671839942
KIOST-ESM,div1_QG_gt3,s,MAM,0.040274847312950154
KIOST-ESM,div1_QG_gt3,s,AMJ,0.061015053740991795
KIOST-ESM,div1_QG_gt3,s,MJJ,0.09568007937270237
KIOST-ESM,div1_QG_gt3,s,JJA,0.11535042197988082
KIOST-ESM,div1_QG_gt3,s,JAS,0.14595177907719917
KIOST-ESM,div1_QG_gt3,s,ASO,0.13430622930422037
KIOST-ESM,div1_QG_gt3,s,SON,0.10499086039019288
KIOST-ESM,div1_QG_gt3,s,OND,0.08659805345813172
KIOST-ESM,div1_QG_gt3,s,NDJ,0.0827005019870769
MIROC-ES2L,div1_QG,n,DJF,0.0003873571422849053
MIROC-ES2L,div1_QG,n,JFM,0.2913516874499218
MIROC-ES2L,div1_QG,n,FMA,0.11265196801553468
MIROC-ES2L,div1_QG,n,MAM,0.08135139640951909
MIROC-ES2L,div1_QG,n,AMJ,0.04055797537750309
MIROC-ES2L,div1_QG,n,MJJ,0.08027213776985477
MIROC-ES2L,div1_QG,n,JJA,0.06892308630413603
MIROC-ES2L,div1_QG,n,JAS,0.11492392354838682
MIROC-ES2L,div1_QG,n,ASO,0.11830321037015247
MIROC-ES2L,div1_QG,n,SON,-1.00777912385391
MIROC-ES2L,div1_QG,n,OND,-0.003894541609399397
MIROC-ES2L,div1_QG,n,NDJ,0.00845787298580681
MIROC-ES2L,div1_QG,s,DJF,0.08404292607138922
MIROC-ES2L,div1_QG,s,JFM,0.06922544242797289
MIROC-ES2L,div1_QG,s,FMA,0.06842601056029379
MIROC-ES2L,div1_QG,s,MAM,0.06252166725525365
MIROC-ES2L,div1_QG,s,AMJ,0.07526195935715649
MIROC-ES2L,div1_QG,s,MJJ,0.10270193074478279
MIROC-ES2L,div1_QG,s,JJA,0.1252948104078318
MIROC-ES2L,div1_QG,s,JAS,0.09679441976043586
MIROC-ES2L,div1_QG,s,ASO,0.10642072180663792
MIROC-ES2L,div1_QG,s,SON,0.10366949016836205
MIROC-ES2L,div1_QG,s,OND,0.10099530352910269
MIROC-ES2L,div1_QG,s,NDJ,0.0945464307682781
MIROC-ES2L,div1_QG_123,n,DJF,0.03291461746982336
MIROC-ES2L,div1_QG_123,n,JFM,0.1602981218043629
MIROC-ES2L,div1_QG_123,n,FMA,0.04230022301700641
MIROC-ES2L,div1_QG_123,n,MAM,0.011739723113452378
MIROC-ES2L,div1_QG_123,n,AMJ,0.03006800714532968
MIROC-ES2L,div1_QG_123,n,MJJ,0.016520481897242367
MIROC-ES2L,div1_QG_123,n,JJA,-0.04947640296435089
MIROC-ES2L,div1_QG_123,n,JAS,-0.04543444466102866
MIROC-ES2L,div1_QG_123,n,ASO,0.01707966633822706
MIROC-ES2L,div1_QG_123,n,SON,-0.6572406718250136
MIROC-ES2L,div1_QG_123,n,OND,-0.015311806954349172
MIROC-ES2L,div1_QG_123,n,NDJ,0.03153115295543441
MIROC-ES2L,div1_QG_123,s,DJF,0.007833564145236442
MIROC-ES2L,div1_QG_123,s,JFM,-0.004416077929072411
MIROC-ES2L,div1_QG_123,s,FMA,-0.010236441195184904
MIROC-ES2L,div1_QG_123,s,MAM,-0.015664819941012993
MIROC-ES2L,div1_QG_123,s,AMJ,-0.02068325876735178
MIROC-ES2L,div1_QG_123,s,MJJ,-0.014593691526545586
MIROC-ES2L,div1_QG_123,s,JJA,-0.002122538025434333
MIROC-ES2L,div1_QG_123,s,JAS,-0.006718848965711315
MIROC-ES2L,div1_QG_123,s,ASO,0.00012653818978037776
MIROC-ES2L,div1_QG_123,s,SON,-0.012201697157820086
MIROC-ES2L,div1_QG_123,s,OND,-0.0014759060397935677
MIROC-ES2L,div1_QG_123,s,NDJ,0.000770256414389689
MIROC-ES2L,div1_QG_gt3,n,DJF,-0.03253073412021239
MIROC-ES2L,div1_QG_gt3,n,JFM,0.13080351505773433
MIROC-ES2L,div1_QG_gt3,n,FMA,0.07011822794586903
MIROC-ES2L,div1_QG_gt3,n,MAM,0.06961723645191457
MIROC-ES2L,div1_QG_gt3,n,AMJ,0.010489968232173352
MIROC-ES2L,div1_QG_gt3,n,MJJ,0.06375165587261239
MIROC-ES2L,div1_QG_gt3,n,JJA,0.1183994892684869
MIROC-ES2L,div1_QG_gt3,n,JAS,0.16035836820941554
MIROC-ES2L,div1_QG_gt3,n,ASO,0.10122354403192546
MIROC-ES2L,div1_QG_gt3,n,SON,-0.35088315789317576
MIROC-ES2L,div1_QG_gt3,n,OND,0.0114295231936284
MIROC-ES2L,div1_QG_gt3,n,NDJ,-0.023075132343916744
MIROC-ES2L,div1_QG_gt3,s,DJF,0.0762093619261528
MIROC-ES2L,div1_QG_gt3,s,JFM,0.0736415203570453
MIROC-ES2L,div1_QG_gt3,s,FMA,0.07866245175547869
MIROC-ES2L,div1_QG_gt3,s,MAM,0.07818648719626665
MIROC-ES2L,div1_QG_gt3,s,AMJ,0.09594521812450825
MIROC-ES2L,div1_QG_gt3,s,MJJ,0.11729562227132838
MIROC-ES2L,div1_QG_gt3,s,JJA,0.12741734843326613
MIROC-ES2L,div1_QG_gt3,s,JAS,0.10351326872614719
MIROC-ES2L,div1_QG_gt3,s,ASO,0.10629418361685754
MIROC-ES2L,div1_QG_gt3,s,SON,0.11587118732618212
MIROC-ES2L,div1_QG_gt3,s,OND,0.10247120956889624
MIROC-ES2L,div1_QG_gt3,s,NDJ,0.09377617435388844
MIROC6,div1_QG,n,DJF,0.15839866285287002
MIROC6,div1_QG,n,JFM,0.15612054817462737
MIROC6,div1_QG,n,FMA,0.08270446647996015
MIROC6,div1_QG,n,MAM,-0.008195054655023218
MIROC6,div1_QG,n,AMJ,-0.27022613918897415
MIROC6,div1_QG,n,MJJ,-0.042061731651331584
MIROC6,div1_QG,n,JJA,-0.039170498177408974
MIROC6,div1_QG,n,JAS,0.06690710358715413
MIROC6,div1_QG,n,ASO,0.07695268200087826
MIROC6,div1_QG,n,SON,0.10102218357616205
MIROC6,div1_QG,n,OND,0.11347283709060162
MIROC6,div1_QG,n,NDJ,0.1431602723817428
MIROC6,div1_QG,s,DJF,0.054327246323919415
MIROC6,div1_QG,s,JFM,0.055299948183901784
MIROC6,div1_QG,s,FMA,0.06778041736406228
MIROC6,div1_QG,s,MAM,0.05047653589295878
MIROC6,div1_QG,s,AMJ,0.010520076809773562
MIROC6,div1_QG,s,MJJ,0.0320474546343236
MIROC6,div1_QG,s,JJA,0.05025339213137357
MIROC6,div1_QG,s,JAS,0.05528526504109017
MIROC6,div1_QG,s,ASO,0.05115062165593083
MIROC6,div1_QG,s,SON,0.03256590926866705
MIROC6,div1_QG,s,OND,0.04028749570176615
MIROC6,div1_QG,s,NDJ,0.05578808522841868
MIROC6,div1_QG_123,n,DJF,0.07595145705381656
MIROC6,div1_QG_123,n,JFM,0.0595037450950403
MIROC6,div1_QG_123,n,FMA,0.0018094386128738409
MIROC6,div1_QG_123,n,MAM,-0.05208978264278058
MIROC6,div1_QG_123,n,AMJ,-0.23110041486063607
MIROC6,div1_QG_123,n,MJJ,-0.11147255580168257
MIROC6,div1_QG_123,n,JJA,-0.1315839618691975
MIROC6,div1_QG_123,n,JAS,-0.06329850740583037
MIROC6,div1_QG_123,n,ASO,-0.05212001344350399
MIROC6,div1_QG_123,n,SON,0.01710329102665009
MIROC6,div1_QG_123,n,OND,0.03397304939919932
MIROC6,div1_QG_123,n,NDJ,0.0487697481607334
MIROC6,div1_QG_123,s,DJF,-0.02307695355580419
MIROC6,div1_QG_123,s,JFM,-0.03609034557400456
MIROC6,div1_QG_123,s,FMA,-0.026993720279593576
MIROC6,div1_QG_123,s,MAM,-0.014495814246779742
MIROC6,div1_QG_123,s,AMJ,-0.009905022838897245
MIROC6,div1_QG_123,s,MJJ,-0.010632490342852496
MIROC6,div1_QG_123,s,JJA,-0.005852889927741487
MIROC6,div1_QG_123,s,JAS,-0.0029640707934459466
MIROC6,div1_QG_123,s,ASO,-0.018493471062694264
MIROC6,div1_QG_123,s,SON,-0.038036367847693535
MIROC6,div1_QG_123,s,OND,-0.02545278530618091
MIROC6,div1_QG_123,s,NDJ,-0.013320435237499869
MIROC6,div1_QG_gt3,n,DJF,0.08271379915655043
MIROC6,div1_QG_gt3,n,JFM,0.0967997698012433
MIROC6,div1_QG_gt3,n,FMA,0.08096966620706021
MIROC6,div1_QG_gt3,n,MAM,0.0441137445494606
MIROC6,div1_QG_gt3,n,AMJ,-0.03938546614263967
MIROC6,div1_QG_gt3,n,MJJ,0.06905588284222015
MIROC6,div1_QG_gt3,n,JJA,0.09198055960498894
MIROC6,div1_QG_gt3,n,JAS,0.13016892552245574
MIROC6,div1_QG_gt3,n,ASO,0.1280525281789341
MIROC6,div1_QG_gt3,n,SON,0.08374564497167579
MIROC6,div1_QG_gt3,n,OND,0.07949838787192264
MIROC6,div1_QG_gt3,n,NDJ,0.09454688556879626
