level_config,variant,tau (days),b
"250,500,850hPa",vertically-averaged,14.52244391505903,0.00020514883337477202
"250,500,850hPa",non-averaged,9.100677675382268,0.04847095535016303
100-850hPa,vertically-averaged,16.2643918619724,-0.005396540976104761
100-850hPa,non-averaged,9.973310695380942,0.0445223033436444
