Model,EFP_NH,EFP_SH,EFP_NH_STD,EFP_SH_STD
JRA55 (daily),0.38668349999999996,0.2266585,0.053829876958835864,0.03227022552144944
JRA55 (6h),0.44902179999999997,0.3616309,0.055803259658809806,0.036636952404252604
